timestamp_sec,target_id,truth_e_m,truth_n_m,truth_u_m,track_e_m,track_n_m,track_u_m,match_error_m
52.0,1,1350.8748679678602,367.13366291690863,43.735279185997086,1349.0464944166058,369.76886643655496,39.211272452218566,5.545618483105036
54.0,0,-287.7890385333519,953.1222425201847,174.03491391480145,-280.62302486689566,949.420281960222,170.24267243161052,8.912763843061882
54.0,1,1374.355520452823,367.14132246289876,43.64751778788019,1376.5586383488837,369.67124032597,41.1759113353433,4.166899484515126
56.0,0,-264.0069759390618,953.1454193412997,173.94755084867836,-257.181791663109,951.370661379644,171.6455057942027,7.418377023042819
56.0,1,1398.2414545702436,367.12354634213233,43.540400648116176,1405.229728224506,367.61087869730125,41.9647926342037,7.180250838568139
58.0,0,-240.10652817090119,953.0926366386008,173.90805357383047,-234.74139073077188,952.7956135322404,175.5070335765457,5.606216150512959
58.0,1,1422.1616610601607,367.1316577419953,43.43039483299393,1428.7101654153319,365.64090631315213,41.985328346643065,6.869750087322568
60.0,0,-216.3493380768932,953.1008134591136,173.85885857988896,-212.32772505843022,947.05760568211,178.33861506461815,8.53006152784267
60.0,1,1446.4152500356715,367.0913874780761,43.35114527131893,1449.983707878157,363.7467884171352,38.59637190866051,6.821151221186143
62.0,0,-192.51507838860647,953.1051377594861,173.82526971576078,-190.01753454395833,949.6894313156888,177.78862975899088,5.797671825690964
62.0,1,1470.7295932990025,367.09840839779906,43.276487121943134,1472.1934097045394,366.3242894498804,42.07661602849505,2.044922799407779
64.0,0,-168.64543913110163,953.110869520587,173.79638083177053,-165.68859286777007,953.3773959786978,174.46422966927074,3.043024523003591
64.0,1,1494.818625621928,367.09559188260204,43.21344474455192,1499.4131501272902,367.6591526415603,37.67452780368836,7.218507950899311
66.0,0,-145.0095081690001,953.0868376175594,173.76400267948296,-148.09944290869458,961.4967555861801,178.3730271015145,10.0755904570097
66.0,1,1481.5334978949206,367.0862019030403,43.19940289173609,1511.9386166719148,366.4327316442669,44.45216473721382,30.437931655480643
68.0,0,-120.4862755866333,953.0600258125725,173.77265488515195,-125.2285442341902,956.3135164501194,177.34853275364574,6.772090946272845
68.0,1,1494.1739586130902,367.0914903725491,43.17717139948656,1521.9882315987043,372.0372562005572,46.590527914250316,28.45602544349141
70.0,0,-96.34436696288522,953.0824366263199,173.75643457114697,-99.52080229997841,958.231179779876,177.34134788776092,7.032133460029123
70.0,1,1481.8609300163173,367.1081514805383,43.139934133308046,1446.96187308321,382.76870675794976,61.362914037990144,42.370675744240444
72.0,0,-72.06877059871815,953.097505884722,173.75551666697848,-74.27340467349326,954.3750769818446,174.83536041052622,2.767428738439682
72.0,1,1494.149618782201,367.0792089817342,43.155306535917454,1482.2019692197398,382.23457224263746,57.31231759321565,23.934333659280764
74.0,0,-48.28162008020185,953.0838424297708,173.79716194390502,-51.08818024950672,955.527680755759,177.52270745900464,5.265815713882899
74.0,1,1481.8891617890527,367.05459385470283,43.15067485332756,1501.025224740037,385.0495985980872,56.31137205854533,29.380487604971538
76.0,0,-23.97219871061031,953.0901699772701,173.85563331410634,-27.440896154989606,955.4341392568767,178.0077510624561,5.896281518087837
76.0,1,1493.9802538762058,367.04480378876,43.195643336177504,1523.2980932655048,392.4949334059376,55.51047496915841,40.729594671891114
78.0,0,0.12077817119516876,953.0900367687768,173.90177708647354,-4.149210196278691,952.8008196232782,178.47014160587656,6.25990428023886
78.0,1,1481.964301354984,367.0600640616524,43.26374820225877,,,,
80.0,0,24.19077583145815,953.1627512836856,173.9821176006436,20.50561861327375,951.8428461275935,178.38285139146726,5.88973609268805
80.0,1,1494.009032728753,367.1510320943394,43.30123275365952,1488.8155368229466,359.77741504016024,44.362978251199195,9.081295705286577
82.0,0,48.07586688989229,953.2210114353802,174.07893632352062,45.039056821404365,956.2941895383365,178.2740273827464,6.022078382066735
82.0,1,1482.1839171813767,367.2472853180639,43.391054300673865,1485.3697972873565,374.8481891268875,52.405531758564294,12.214105558717002
84.0,0,72.27828230039621,953.3174758356173,174.17018944979708,67.06280879910176,957.3079862289206,177.92020339696364,7.562270931784338
84.0,1,1493.9401090342444,367.3262292530879,43.45506589074612,1481.617778683218,374.54833570054916,45.94794594293681,14.49872745356987
86.0,0,95.96637743936438,953.3523443448225,174.2748314764863,96.3976988182084,954.1570387181303,180.18585727191206,5.981120055681018
86.0,1,1481.9315748958702,367.36012167197265,43.534103488106425,1489.0720918125091,367.97528823957475,61.303786036575424,19.16055921981574
88.0,0,119.96890924083714,953.3840911160314,174.3662480554076,119.2869214006338,955.8612170944579,176.96364671436592,3.6534559420826307
88.0,1,1493.7855145621804,367.41373733941157,43.6126962763106,1502.4999453065582,359.0742673169009,60.00203679303261,20.34941144180775
90.0,0,143.9414449940854,953.4184756381043,174.4697330632337,144.71096766067132,952.5770704756098,169.42749618732546,5.169553220021103
90.0,1,1481.9740620263972,367.46595539306736,43.705642338122296,1496.1861096550736,358.40970964440584,56.847293027221674,21.370560771636804
92.0,0,167.86480391778323,953.4797982595269,174.61167980524434,164.44854563996884,953.6109593855565,169.71650550205496,5.970825346660404
92.0,1,1493.618311973569,367.4819346936798,43.83070168282084,1496.5352733683458,364.2532489008416,56.66762790421668,13.55432589769973
94.0,0,191.78284865794527,953.506900551325,174.75974301781048,189.9204934696798,953.8016761422293,167.36367137218338,7.632636194887158
94.0,1,1482.4205548122632,367.5383673405565,43.93290680449419,1495.2327890377055,363.2178230314368,49.87844223194017,14.770573465295044
96.0,0,216.23108988120342,953.5352495985255,174.88994163376222,213.88912854276327,953.5629533830654,168.53522952288745,6.772585652653252
96.0,1,1493.5712422014064,367.5680007368051,44.04042350697672,1495.4091178403598,359.3545875223895,48.86774339930608,9.702626491722423
98.0,0,240.0630070787594,953.5559714355569,175.01283793729925,241.07531945234624,947.0976563742533,174.5655562231609,6.552455318777827
98.0,1,1482.683932810103,367.59206221266004,44.14962809912484,1487.9498477370846,362.72932623639434,48.672625017375374,8.47546826526891
100.0,0,264.0291428653036,953.5817222780745,175.12974870930987,260.16911464277996,948.8178110527759,170.5449665298376,7.656036551271869
100.0,1,1493.2784833161352,367.6052428965779,44.263937975224636,1487.814970183872,362.7416839114718,45.28827717295647,7.386030905704952
102.0,0,288.18683910719386,953.5850621919592,175.27744590328285,282.7573620899789,950.0848782865045,173.37240341109734,6.734960649439746
102.0,1,1482.4021317449508,367.6159551933763,44.42267664565118,1479.5308171371978,360.3722170821986,38.878467308151855,9.563181822910144
104.0,0,312.0331968787254,953.5668219957665,175.38406816102508,303.0192011188874,944.4661235708278,170.38905968476166,13.748634152453228
104.0,1,1493.4375049461826,367.5879714350604,44.55731558712862,1483.1561572498329,362.65272505164364,35.66002573776543,14.464595880350238
106.0,0,335.21489416983485,953.5876045540632,175.51001766540958,327.74725600467843,947.942084219181,172.2777620032308,9.903786966759546
106.0,1,1482.8161822726427,367.5821441378139,44.65447098216129,1482.436214674077,360.05203255040647,38.934109596686014,9.464115926762723
108.0,0,334.35239299177624,929.927020052811,175.61614568348736,340.11074101333566,937.7721575776388,181.48097891280796,11.362263134103241
108.0,1,1440.7490334453014,343.6710684990526,44.764252783095905,1468.8197310914788,354.7013140101712,34.51003120368676,31.855603001329055
110.0,0,333.5925064982101,906.1869022237014,175.70738230215034,350.72356935373733,926.7057977770834,178.95281478986723,26.92640379484329
110.0,1,1476.4826716867742,319.73315590976847,44.89012513720468,1466.703957365582,341.96802947901955,34.5995488944629,26.3800836962992
112.0,0,332.91785114801814,881.9511233846108,175.7949029702212,359.7700105098225,914.5836664002546,175.84427600943883,42.2601912413631
112.0,1,1446.1121230186275,295.7233624906575,44.98647463854384,1455.470716913841,330.3614481952818,31.427042584944246,38.35672638003158
114.0,0,332.3590825587801,858.106556207775,175.86861220600244,364.7336547507228,898.1697087112681,174.6692274532539,51.52288459427108
114.0,1,1471.9091814183744,271.506120975203,45.09564220265117,1472.2205775502723,310.9970810126484,38.53513153855474,40.033400959746025
116.0,0,331.906026998122,833.524664212607,175.94489892850453,366.4340202339657,877.9344109966889,173.62857450487698,56.30073965017011
116.0,1,1449.9802208848507,247.60774188542933,45.15666475202614,1470.9156398719801,288.0837026730701,38.86140984341298,46.002449980557664
118.0,0,331.51206412861404,809.5867307678876,175.97133024754257,369.7802040484353,855.531297280626,178.6012694387835,59.85207018237613
118.0,1,1468.6268599079585,223.63916923416832,45.263270343066125,1470.821196508948,260.85686152315225,39.9207131495041,37.66317365547435
120.0,0,331.19254643327645,785.6851538473964,176.0195278922131,,,,
120.0,1,1452.7587578270586,199.71504786407434,45.323159871630374,1463.4394016923768,232.48212795580727,41.607488517076916,34.6635818220052
122.0,0,330.92146293489236,761.6459653456478,176.04772292939353,321.7978634815255,762.4909791379989,179.77383902693663,9.891312171148455
122.0,1,1466.2243740304375,176.1473276262548,45.366252324601405,1462.01929811937,202.2612974187464,48.05676103931841,26.586856130143957
124.0,0,330.6591417145512,737.6838880186151,176.04797007935554,330.1098690920031,739.5929185784036,170.7290732112204,5.6777426840201946
124.0,1,1454.766597493406,152.3439710728194,45.43976326729819,1457.6093020380456,172.72442655138735,54.586651210966735,22.519091760016327
126.0,0,330.4577849712187,713.8769667840318,176.04620460804225,327.29519773773677,726.2095657120153,178.28437252186777,12.926884773152503
126.0,1,1464.4923514195339,128.07254883815565,45.47908586630838,1457.8348930899263,148.743319143901,50.861540666440575,22.373495840364587
128.0,0,330.2501439129867,689.9529345950901,176.0730157654727,329.0310500092922,696.4746214155659,174.38407620447626,6.846247568638719
128.0,1,1456.256725366661,104.2723085814369,45.5085991225313,1453.678045715279,122.25939994966626,51.058141936973136,18.9995386807892
130.0,0,330.1030047060182,665.9609639583582,176.08130627560416,326.528109406907,667.3683625507568,173.2890493625713,4.749457428577829
130.0,1,1463.2620486806863,79.9540619738367,45.54403059991634,1455.6201021071745,94.31468522176685,49.15702824277728,16.663751062372487
132.0,0,329.9741936925576,641.7825668032754,176.04417070876403,317.9251615638136,633.973047470246,173.58146195099735,14.568208602228514
132.0,1,1457.3205865607365,55.81682884346593,45.5324687958621,1455.902395116586,71.30797551096204,41.92710226956046,15.968267277169247
134.0,0,329.87095698762823,617.7170172738196,176.0112795555879,323.74160258460296,603.5993567002268,167.78042666886006,17.45348861150732
134.0,1,1462.344948747638,31.803636187647665,45.52090820374215,1459.5054402836518,42.101425536558594,43.95279749066388,10.796584876712808
136.0,0,329.79753018447366,593.5005433330286,175.9847700208032,326.19632729202766,586.3241318762292,166.1084022920186,12.728400653028698
136.0,1,1458.0492417789062,8.261531748211084,45.469394876290195,1455.7576264751297,12.32488912893573,41.89622605484741,5.876215561951687
138.0,0,329.6952957269722,569.5649387896087,175.93648627189754,324.8549020607041,563.5108749583335,161.26470708971678,16.59343858542514
138.0,1,1461.7144827655484,-15.600009089154568,45.40465014397574,1452.3660225522308,-11.910702506604956,44.78742888748327,10.069044319074779
140.0,0,329.60936300259624,545.7330717404299,175.83759459761788,327.21360841744354,540.414513788995,165.28614798213312,12.056522068759133
140.0,1,1458.620294262632,-39.59115569929593,45.364026018482754,1455.6156456058616,-38.161981524400915,46.112798083620994,3.410441610458958
142.0,0,329.5411799511199,521.8878581177843,175.7648255566386,330.40780204813177,514.8469579905459,171.68166388029132,8.185201142059126
142.0,1,1461.2319337547647,-63.54598578115546,45.30028553209065,1460.0283493025938,-62.007702384330784,49.11237981970154,4.283339141381339
144.0,0,329.47874763436135,497.30269178344236,175.6617012972787,320.2995141873768,495.24234952860587,165.98548664618295,13.495646218517463
144.0,1,1459.0090353700996,-87.75790249919555,45.238560952571255,1461.6237381396575,-85.3399212803928,49.453081650108565,5.517743058315316
146.0,0,329.4641261411249,473.4804608687809,175.588064066152,318.4020334995804,472.01796501203296,163.57125585739922,16.398550767280184
146.0,1,1460.903114507282,-112.03970261633347,45.14068675976255,1457.7484326516483,-109.41026477890985,51.563552555355336,7.6235927212394685
148.0,0,329.4008597368136,449.4437245191398,175.50244555451374,318.18081536861746,449.9305542440038,169.17738671264595,12.889250100699824
148.0,1,1459.2861526485738,-135.69875936250236,45.01002322682221,1459.152265131036,-139.70001974165626,51.699202234614425,7.7957120449274715
150.0,0,329.3550910639601,425.23779613089823,175.39108904889227,320.88974597582273,429.7574752158603,168.11936866623225,12.040244342034287
150.0,1,1460.652891195017,-159.55112921514947,44.922230003373095,1458.67742852949,-161.24019261641794,49.08658250032962,4.908891894847908
152.0,0,329.34497745375546,401.27127978328804,175.28175639950098,320.4854194515555,403.52905558741514,168.24308240047887,11.538294988452877
152.0,1,1459.5053154257582,-183.42333551906876,44.805461866352324,1452.9320059215543,-191.35618172301793,50.543785287502416,11.792658835872789
154.0,0,329.35219657569735,377.6516086118297,175.1726535393757,320.54688966835124,377.3555178364155,173.13219654940087,9.043481863075723
154.0,1,1460.473323923101,-207.20749322901514,44.72450677481889,1448.4567345585374,-212.47715660436583,46.7679405979624,13.279434996852098
156.0,0,329.36469921430364,353.57502242330463,175.06314904908805,325.693243967397,354.2281947545999,176.7042906063411,4.074256169578803
156.0,1,1459.656146454535,-230.91017005827845,44.61932498427446,1453.0665650877013,-236.12119302063172,43.95422605110133,8.427318642083218
158.0,0,329.3461002577337,329.6656107328174,174.93247626537575,328.8740496026734,327.9793415710817,173.04028356008098,2.578125043657601
158.0,1,1460.3287333096855,-254.9552521353604,44.52503131387335,1455.5063123172872,-256.3547135808202,44.190052600847,5.032538852650115
160.0,0,329.3351078893401,305.8505892671575,174.8064827748298,326.5754568461818,300.1913336647477,172.5462659222267,6.689650818555687
160.0,1,1459.8021180134274,-278.8662569671628,44.38121959088183,1457.8062598271986,-277.25959312502056,46.29926761953692,3.2005822659965517
162.0,0,329.30406544406395,281.8754288000394,174.699248677308,334.42020614919574,279.8064741856689,173.68883868882023,5.610382986558691
162.0,1,1460.2085588459388,-302.97853621497086,44.252004525962676,1457.6137363716919,-302.3548402463381,46.56473251612945,3.5314035581687127
164.0,0,329.2445541185417,258.18761245000616,174.61292967412996,320.005718062724,258.4411329337938,174.09236064187655,9.256962591439962
164.0,1,1459.863508915145,-327.2621749962145,44.13302202309875,1454.0578356433962,-327.4834973551139,40.698960034822605,6.748896759039326
166.0,0,329.181040995326,234.3414254925818,174.47176794598207,317.53534104387325,231.05815422742856,173.04013152016574,12.184078972805926
166.0,1,1460.1334991152846,-350.81461799709973,44.001508807904685,1458.6173007012862,-354.3037649670977,40.98825248683178,4.853114244002829
168.0,0,329.17558252568165,210.17886512927487,174.31442935347997,318.4727073682702,213.55542490128778,176.48579679273266,11.430989855885505
168.0,1,1459.9367124659643,-374.98489806624156,43.900497287486026,1457.1150293044752,-379.8560308301945,41.97355995436687,5.950035105245645
170.0,0,329.2145689897582,185.85217678013598,174.2343996810273,321.83650617139375,183.86525111676312,175.93063884916253,7.826935023303697
170.0,1,1460.1271054517927,-398.68550329718573,43.821049453434455,1460.2452967971983,-406.34359843917036,42.342573339495374,7.800402683022577
172.0,0,329.16141404636227,162.16647590727572,174.13040985077149,323.24419555189456,156.8948565572129,175.60561562393448,8.06099729291611
172.0,1,1459.9499744782793,-422.3686438524234,43.69660229945108,1463.6801012183814,-426.88296191135925,40.503981941942236,6.669762947934442
174.0,0,329.1362838432627,138.33796892880463,174.06354910278515,323.44993335578175,131.20291008517088,177.13589398112347,9.627198430490688
174.0,1,1460.0971486361498,-446.1539632996689,43.58291322960706,1455.723833751464,-452.0108512994406,42.42877464938403,7.400071349983235
176.0,0,329.147896720127,113.99689264422652,173.98312116371702,325.3854809992619,109.6059534931768,179.9254588179085,8.291410946350192
176.0,1,1459.9798050946397,-470.04041002766326,43.484566598418084,1456.4293501182567,-476.16143255318747,46.3317948896958,7.627539330606541
178.0,0,329.1091819472372,89.9200116876009,173.92368536870862,329.50695867777824,83.31133544785207,177.2772625424272,7.421543493726017
178.0,1,1460.0287747244429,-494.03490443501795,43.4147522388452,1455.5144016800743,-503.21937559275085,47.6141698777919,11.062060519507451
180.0,0,329.1205049974345,65.60738636112634,173.88045416029982,331.7263204012111,58.7258929634177,187.43550772911024,15.423511356192119
180.0,1,1460.0194754377285,-517.9300424424611,43.337180114178764,1454.230855251259,-520.6766552742845,44.568470830960806,6.524422008145391
182.0,0,329.1024756963018,41.61721468141452,173.85257816750712,334.72870139108784,38.71162863422323,184.6199790180029,12.491347682358416
182.0,1,1460.0417971170396,-541.4608129142631,43.25831224930228,1449.871589256632,-546.1828494488649,43.09203927696064,11.21420544039306
184.0,0,329.115816355231,17.60850362293544,173.79956705470923,337.0477306416247,12.984681614204398,182.37503120184215,12.563183495988747
184.0,1,1459.9862396942867,-565.6106505937208,43.225605686308555,1452.8310426119015,-570.7058467967928,42.85297845136578,8.791855361173463
186.0,0,329.12283085683424,-6.41546546020543,173.79760881444716,331.74214837969924,-10.244307266082114,177.90335294693938,6.194997073567587
186.0,1,1460.0445686963242,-589.7634351158653,43.21808379889286,1448.6190469236244,-599.9654805414251,45.98398859936274,15.565169707037738
188.0,0,329.1079289428744,-29.98178442124207,173.81108613016758,332.1254161398202,-33.333388145940575,175.2820738503614,4.743656963156739
188.0,1,1460.038174938247,-613.849678216978,43.215938643280026,1455.2365528911107,-623.5627070882824,48.85493413899572,12.214613147334695
190.0,0,329.11526035157596,-54.24260827038248,173.83943652254678,327.767024429855,-56.74222772023978,173.546914985824,2.855066784537685
190.0,1,1460.0063941370468,-637.7665306529734,43.213521407469926,1456.7709144595165,-644.5798764901011,50.93745714483079,10.795795177516908
192.0,0,329.1022871160619,-78.50933538765575,173.88551481812456,322.31307477991743,-86.72767347272462,174.44941664425923,10.674852237631576
192.0,1,1460.014885097506,-661.4747193159974,43.204513961742784,1462.2874795652983,-661.8505050788754,47.24976547798012,4.655100469833302
194.0,0,329.1073767075233,-102.73617962490991,173.91515120285035,318.3465381188529,-116.47945602282667,175.7681645524229,17.552975581212674
194.0,1,1460.0442422747703,-685.6507652483397,43.21476705407308,1464.4680149581036,-684.414301840655,42.99024550415658,4.598805979678387
196.0,0,329.1314122687892,-126.86091583603191,173.93755401777236,320.8331571348044,-138.64590070420243,175.18621931507087,14.467414130949255
196.0,1,1460.0050954898618,-709.8056653957733,43.238576064306045,1461.2239694261075,-709.2955539386961,42.45812088377297,1.53459364651409
198.0,0,329.1097449368049,-150.7421734550912,174.00247815986904,316.93687940646635,-156.68559155711253,177.66802909829386,14.033500548235487
198.0,1,1460.0578714927442,-733.7527208938066,43.2814332888801,1462.6396836594758,-732.9951982849418,43.463589250184256,2.6968083657285478
200.0,0,329.1404033826678,-175.10415639790784,174.08396500678788,316.64370340631655,-175.77022455202817,174.55640036815237,12.523352277067746
200.0,1,1460.0251069224748,-757.734512981823,43.324373307294174,1461.874129707757,-752.4808289973456,43.329261937913856,5.569569513701715
202.0,0,329.1426269583062,-199.1490768338023,174.21645161076967,318.06682003290877,-202.65934111004248,174.24546284879105,11.61879064230273
202.0,1,1460.0447160462431,-781.7779243183905,43.362511942253576,1458.5546647010353,-776.8667118524912,44.58496758433828,5.275856204771434
204.0,0,329.1599482602124,-222.33411553353838,174.31101553340173,315.51644459759217,-225.9502304700037,172.31541486385922,14.25496059124463
204.0,1,1460.0405394236302,-804.9211506932631,43.455477816720666,1458.6047606783236,-802.0001288039833,45.39603531273024,3.7894053462838966
206.0,0,305.05414621357835,-221.73857072052363,174.38312735453948,314.0816961231006,-242.7634719994562,170.99953363007631,23.129890567186035
206.0,1,1436.1851487765134,-804.4509939779894,43.52024065753985,1453.530512152499,-820.9823912143617,46.7954205250481,24.184199974286003
208.0,0,280.7614780648212,-221.24564175813137,174.48331020919272,301.71846555351664,-253.22616726282524,171.63454454047204,38.3414240996992
208.0,1,1412.1737650490522,-804.0745107300785,43.615308817815524,,,,
210.0,0,256.55072391811456,-220.822021463608,174.6114939033798,286.5053202237621,-257.7983946730462,172.77273840253412,47.622589569970486
210.0,1,1387.9808699629064,-803.7196775013673,43.732688492186185,,,,
212.0,0,232.4488854608809,-220.4759887748946,174.68915970469254,267.11288572286105,-265.4109913440407,175.22437840783937,56.75415252747527
212.0,1,1363.8386705063895,-803.4356992998046,43.85067599573982,1354.3906086668494,-805.3801781656642,48.226404536720196,10.592160820526573
214.0,0,208.40571292745054,-220.18981570442827,174.77560694464933,249.37534737011745,-264.79575437731177,177.90318695869968,60.646372257531524
214.0,1,1339.5586509902812,-803.1778714405614,43.95811333409606,1339.0853036811893,-799.0236716185009,46.79047417042619,5.050118983133825
216.0,0,184.3166573656325,-219.91223831619925,174.91200757389876,223.4198999236666,-269.57981645781507,175.42582388438302,63.21547203182843
216.0,1,1315.6438102725538,-802.9675052460085,44.09798504374762,1316.0696610919874,-803.3004478069084,46.58773594406023,2.5477557211943163
218.0,0,160.6418057198193,-219.64174706161174,175.03461909499305,,,,
218.0,1,1292.0750742934285,-802.7995209127117,44.19137252605767,1296.6687712809976,-805.0836118223971,44.31411846102758,5.1316848950281235
220.0,0,136.9032207256321,-219.46281780268004,175.1303733045344,135.24267250743608,-202.32933192337757,177.19926874648914,17.337649411351936
220.0,1,1268.1620564754112,-802.6649959572587,44.312665638966706,1278.7857097696215,-809.3816506014488,40.27176424745127,13.202437009160686
222.0,0,113.0486798643525,-219.27559458957558,175.2523816883245,99.42947977084005,-206.07950504374074,168.6966537644923,20.06481894012837
222.0,1,1243.851979067875,-802.5171024442466,44.41517792223624,1255.7192570996629,-805.3112846770903,37.24145509201789,14.145742874762412
224.0,0,89.22094606102316,-219.1411931009083,175.36010185360635,75.89256645395216,-211.11811489446418,184.76793901675765,18.18028841754925
224.0,1,1219.9226492989753,-802.3928049103853,44.5358036535493,1232.5445800215552,-807.6059595380884,40.97448303503338,14.112870752820497
226.0,0,65.48402645698293,-218.98357715111092,175.47435386195951,60.361221081584425,-208.12457767540508,188.30127891061264,17.56960474032801
226.0,1,1195.8837560972927,-802.2941621985052,44.6755408618535,1203.0276676779295,-805.8708879456589,41.571208747302855,8.571191143577332
228.0,0,41.430832992816,-218.88827287877905,175.54881444084705,37.67307899178452,-209.66248083141568,189.85434654228885,17.432274743671382
228.0,1,1171.9226522361753,-802.1705305573655,44.7806205245833,1175.8166464843657,-806.6987819726448,44.29690244811054,5.991847399794654
230.0,0,17.437181533935952,-218.8159433472313,175.66600161252413,17.22736898472681,-216.07652035776286,187.3777738579937,12.02971607107937
