sensor_count,sensor_pd,sensor_pos_std_m,sensor_fa_prob,monte_carlo_runs,detection_rate,false_alarm_rate,rmse_m,mean_error_m,p95_error_m,matched_samples,truth_samples,output_tracks,false_tracks,pass_requirement,trial_detection_rate_mean,trial_false_alarm_rate_mean,trial_rmse_m_mean
3,0.95,15.0,0.2,1,0.8877551020408163,0.2108843537414966,13.082175014524601,11.811647670453976,21.939134741717044,348,392,441,93,False,0.8877551020408163,0.2108843537414966,13.082175014524601
