                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss
                    149,                 1.2322,                0.69906,                0.87496,              0.0070894,              0.0070894,              0.0070894,                0.64937,                0.81998,                0.68531,                0.35354,                 1.6476,                 1.2049,                 1.0541
                    150,                 1.2321,                0.68039,                0.88338,              0.0070696,              0.0070696,              0.0070696,                0.63954,                0.81265,                 0.7603,                0.35976,                 1.7504,                 1.0492,                 1.0811
                    151,                 1.2396,                0.70853,                0.87106,              0.0070498,              0.0070498,              0.0070498,                0.90786,                0.82733,                0.91466,                0.59537,                 1.2696,                0.82064,                0.96625
                    152,                 1.2508,                 0.6929,                0.88587,                0.00703,                0.00703,                0.00703,                0.74692,                0.65336,                0.76021,                0.46839,                  1.302,                 1.1478,                0.98757
                    153,                 1.2442,                0.71433,                0.87401,              0.0070102,              0.0070102,              0.0070102,                0.91033,                0.77498,                0.89229,                0.54853,                 1.2999,                0.88685,                0.96565
                    154,                 1.2592,                0.67003,                0.87944,              0.0069904,              0.0069904,              0.0069904,                0.93312,                0.77099,                0.89132,                0.52817,                 1.3197,                0.93257,                0.96074
                    155,                 1.2458,                 0.7179,                0.88108,              0.0069706,              0.0069706,              0.0069706,                 0.5854,                0.79389,                0.75142,                0.34501,                 1.7446,                 1.1433,                 1.0795
                    156,                 1.2316,                0.69365,                0.88473,              0.0069508,              0.0069508,              0.0069508,                0.86771,                0.79389,                 0.8957,                0.56276,                 1.3113,                0.85925,                0.96712
                    157,                 1.2019,                0.67806,                0.89111,               0.006931,               0.006931,               0.006931,                0.74256,                0.77063,                 0.8379,                0.53915,                 1.2658,                 1.0596,                0.94595
                    158,                 1.2698,                 0.7172,                0.87654,              0.0069112,              0.0069112,              0.0069112,                0.79724,                0.82443,                0.87051,                 0.5438,                 1.2893,                0.89116,                0.96028
                    159,                 1.2329,                0.69843,                0.88201,              0.0068914,              0.0068914,              0.0068914,                0.56886,                0.81679,                0.65041,                0.31333,                 1.7476,                  1.115,                 1.0938
                    160,                 1.2389,                0.68824,                0.87207,              0.0068716,              0.0068716,              0.0068716,                0.84748,                 0.7635,                0.85183,                0.50004,                 1.3396,                 1.0093,                0.96661
                    161,                 1.2165,                0.67532,                0.87089,              0.0068518,              0.0068518,              0.0068518,                0.54742,                 0.9084,                0.75372,                0.42758,                 1.4316,                 1.0054,                 1.0123
                    162,                 1.2162,                0.68487,                0.87366,               0.006832,               0.006832,               0.006832,                0.75945,                0.77099,                0.79403,                0.42253,                 1.5422,                 1.0757,                 1.0248
                    163,                 1.2507,                0.69204,                0.87793,              0.0068122,              0.0068122,              0.0068122,                0.88982,                0.80148,                0.85402,                0.52169,                 1.2945,                 1.0624,                0.96823
                    164,                 1.2532,                0.69504,                0.87267,              0.0067924,              0.0067924,              0.0067924,                 0.7602,                0.76336,                0.82034,                 0.4802,                 1.3199,                 1.1022,                0.96072
                    165,                 1.2354,                0.66035,                0.87526,              0.0067726,              0.0067726,              0.0067726,                0.79396,                0.76482,                0.82587,                0.50407,                 1.2911,                 1.1615,                0.95833
                    166,                 1.2574,                0.71035,                0.87915,              0.0067528,              0.0067528,              0.0067528,                0.75541,                0.73086,                0.74464,                0.42994,                  1.401,                 1.1151,                0.98533
                    167,                 1.2272,                0.69192,                0.86322,               0.006733,               0.006733,               0.006733,                0.56471,                0.85168,                0.64692,                0.34649,                 1.5683,                 1.0584,                 1.0435
                    168,                  1.252,                 0.6738,                0.88153,              0.0067132,              0.0067132,              0.0067132,                0.66432,                0.75573,                0.73177,                0.43447,                 1.3458,                 1.2655,                0.96923
                    169,                 1.1803,                0.67032,                0.87544,              0.0066934,              0.0066934,              0.0066934,                0.87959,                0.74809,                0.83357,                0.51835,                 1.3377,                0.98059,                0.96565
                    170,                 1.2126,                0.65868,                0.86933,              0.0066736,              0.0066736,              0.0066736,                0.74669,                0.77863,                0.81434,                0.48576,                 1.3582,                0.98061,                 0.9908
                    171,                 1.2501,                0.69355,                0.87914,              0.0066538,              0.0066538,              0.0066538,                 0.8571,                0.75573,                0.85964,                0.54675,                 1.2539,                0.95451,                0.95704
                    172,                 1.2416,                0.67894,                0.88162,               0.006634,               0.006634,               0.006634,                0.71024,                0.73282,                0.74053,                0.44285,                 1.3795,                 1.1422,                0.99137
                    173,                 1.2177,                0.67428,                0.87506,              0.0066142,              0.0066142,              0.0066142,                0.89876,                0.74809,                0.88484,                0.54355,                  1.292,                  0.917,                0.96414
                    174,                 1.2289,                0.67742,                0.85836,              0.0065944,              0.0065944,              0.0065944,                0.81903,                0.81679,                0.88674,                  0.566,                 1.2734,                0.89402,                0.93519
                    175,                 1.2377,                0.65947,                0.87034,              0.0065746,              0.0065746,              0.0065746,                0.88397,                0.83969,                0.89367,                0.56466,                 1.2849,                0.83889,                 0.9539
                    176,                 1.2005,                0.68066,                 0.8672,              0.0065548,              0.0065548,              0.0065548,                0.73866,                0.77863,                0.81133,                0.50526,                 1.2881,                 1.0715,                0.95416
                    177,                 1.2091,                0.68909,                0.87867,               0.006535,               0.006535,               0.006535,                0.50138,                0.78626,                0.70237,                0.43046,                 1.3075,                0.99976,                0.96774
                    178,                 1.2218,                0.67366,                0.86439,              0.0065152,              0.0065152,              0.0065152,                0.86119,                0.75778,                0.83364,                0.49815,                 1.3723,                 1.2612,                0.96267
                    179,                 1.1927,                0.66748,                0.85795,              0.0064954,              0.0064954,              0.0064954,                0.94457,                0.76336,                0.87463,                0.54611,                 1.3086,                0.97723,                0.96864
                    180,                 1.2153,                0.66884,                0.86867,              0.0064756,              0.0064756,              0.0064756,                0.75932,                0.67433,                0.79865,                0.48678,                 1.3028,                 1.1951,                0.96539
                    181,                 1.2282,                0.69214,                0.87496,              0.0064558,              0.0064558,              0.0064558,                0.60943,                0.85496,                0.76892,                0.46124,                 1.3655,                 0.9539,                0.98547
                    182,                 1.1825,                0.67926,                0.87209,               0.006436,               0.006436,               0.006436,                0.89418,                0.77403,                0.87281,                0.54428,                 1.2715,                 1.0134,                0.95355
                    183,                 1.1864,                 0.6538,                0.86405,              0.0064162,              0.0064162,              0.0064162,                 0.6788,                0.40458,                0.51577,                0.28726,                 1.4445,                  3.333,                 1.0234
                    184,                 1.2066,                0.66003,                0.86119,              0.0063964,              0.0063964,              0.0063964,                0.77098,                0.79389,                0.85626,                0.52827,                 1.2854,                0.98377,                0.95806
                    185,                 1.2266,                0.66509,                0.87306,              0.0063766,              0.0063766,              0.0063766,                0.61101,                0.84733,                0.76946,                 0.4815,                 1.2852,                0.96411,                0.97839
                    186,                 1.2285,                0.68337,                0.87494,              0.0063568,              0.0063568,              0.0063568,                0.82259,                0.81411,                0.87197,                0.54215,                 1.2947,                0.93889,                0.95258
                    187,                 1.2105,                0.65073,                0.87863,               0.006337,               0.006337,               0.006337,                0.78595,                0.75681,                0.81326,                0.52066,                  1.275,                 1.3413,                0.95792
                    188,                 1.1913,                0.64555,                0.87232,              0.0063172,              0.0063172,              0.0063172,                0.69985,                0.84733,                0.76243,                0.41538,                 1.5607,                0.97644,                 1.0475
                    189,                 1.2077,                0.61991,                0.86366,              0.0062974,              0.0062974,              0.0062974,                0.94019,                0.77099,                 0.8878,                0.55756,                 1.3055,                0.96518,                 0.9623
                    190,                  1.208,                0.70316,                0.87122,              0.0062776,              0.0062776,              0.0062776,                0.92266,                0.82443,                0.90877,                0.58606,                  1.233,                0.83475,                 0.9549
                    191,                 1.2289,                0.69277,                0.86356,              0.0062578,              0.0062578,              0.0062578,                0.74283,                0.77863,                0.77379,                 0.4863,                 1.2736,                 1.2525,                0.95561
                    192,                 1.2055,                0.64853,                 0.8849,               0.006238,               0.006238,               0.006238,                0.63127,                0.84947,                0.67279,                0.36588,                 1.6677,                 1.1588,                 1.0548
                    193,                 1.1845,                0.65904,                0.87591,              0.0062182,              0.0062182,              0.0062182,                0.84883,                0.81439,                0.85467,                0.53105,                 1.2687,                0.92778,                0.96377
                    194,                 1.1696,                0.65057,                0.87264,              0.0061984,              0.0061984,              0.0061984,                0.49989,                0.82443,                 0.5019,                0.23287,                 1.8952,                 1.4097,                 1.1416
                    195,                 1.2147,                0.62139,                0.86512,              0.0061786,              0.0061786,              0.0061786,                0.81972,                0.77099,                 0.8473,                0.54107,                 1.3149,                 1.0178,                0.96748
                    196,                 1.2315,                 0.6629,                0.86617,              0.0061588,              0.0061588,              0.0061588,                0.88866,                0.75573,                0.87171,                0.53853,                 1.3113,                0.95539,                0.98352
                    197,                 1.2264,                0.63765,                0.86813,               0.006139,               0.006139,               0.006139,                0.85739,                0.78018,                 0.8822,                0.58348,                 1.2599,                 1.0801,                0.95574
                    198,                 1.2076,                0.67973,                0.86551,              0.0061192,              0.0061192,              0.0061192,                0.81406,                0.76869,                 0.8544,                0.55848,                 1.2314,                0.93612,                 0.9551
                    199,                 1.2156,                0.64137,                0.87176,              0.0060994,              0.0060994,              0.0060994,                0.84086,                0.77863,                0.84436,                 0.5382,                 1.2836,                 1.0158,                0.97436
                    200,                 1.1698,                0.64856,                0.86702,              0.0060796,              0.0060796,              0.0060796,                 0.7966,                0.80916,                0.83758,                0.52755,                 1.2384,                0.91228,                0.95345
                    201,                 1.1993,                0.62742,                0.87428,              0.0060598,              0.0060598,              0.0060598,                 0.5663,                0.89708,                0.70986,                0.36888,                  1.576,                 1.0914,                 1.0212
                    202,                 1.1922,                0.63179,                0.86403,                0.00604,                0.00604,                0.00604,                0.78794,                0.84733,                0.84928,                0.55085,                 1.2385,                0.95083,                0.94734
                    203,                 1.1734,                0.62778,                0.85304,              0.0060202,              0.0060202,              0.0060202,                0.67493,                0.85496,                0.73026,                0.39122,                 1.7179,                 1.0432,                 1.0601
                    204,                 1.1644,                 0.6315,                0.84863,              0.0060004,              0.0060004,              0.0060004,                0.61636,                0.80945,                 0.7679,                0.46324,                 1.3384,                0.96937,                0.98444
                    205,                 1.1921,                0.64124,                0.87014,              0.0059806,              0.0059806,              0.0059806,                0.82891,                0.77863,                0.86797,                0.57243,                 1.2488,                0.90415,                0.95322
                    206,                 1.1975,                0.63762,                0.86737,              0.0059608,              0.0059608,              0.0059608,                0.87068,                0.77094,                0.84845,                0.53541,                 1.2718,                0.97672,                0.96136
                    207,                 1.1728,                0.61831,                0.86716,               0.005941,               0.005941,               0.005941,                0.86833,                0.76336,                0.82102,                0.49131,                  1.311,                 1.1643,                0.96963
                    208,                 1.1817,                0.64559,                0.85246,              0.0059212,              0.0059212,              0.0059212,                 0.8971,                0.75573,                0.83407,                0.52721,                 1.2458,                  1.181,                0.95085
                    209,                 1.1744,                0.60837,                0.86256,              0.0059014,              0.0059014,              0.0059014,                0.63517,                0.86386,                0.74976,                0.43617,                 1.3295,                0.99353,                0.96639
                    210,                 1.2144,                0.65306,                 0.8803,              0.0058816,              0.0058816,              0.0058816,                0.71957,                0.83969,                0.80734,                 0.5043,                 1.2664,                0.89232,                0.97245
                    211,                 1.1941,                0.63352,                0.87473,              0.0058618,              0.0058618,              0.0058618,                 0.8368,                0.81679,                0.89414,                0.57687,                 1.2198,                0.98362,                0.93196
                    212,                 1.2382,                0.64569,                0.87637,               0.005842,               0.005842,               0.005842,                0.68044,                0.83969,                0.82854,                0.53164,                  1.215,                0.88382,                 0.9493
                    213,                 1.1549,                0.63752,                 0.8749,              0.0058222,              0.0058222,              0.0058222,                0.62693,                0.87786,                0.76174,                0.44841,                  1.401,                0.97713,                0.99993
                    214,                 1.2265,                0.66173,                0.87837,              0.0058024,              0.0058024,              0.0058024,                0.79496,                0.85828,                0.87683,                0.55693,                 1.2797,                0.90674,                0.95106
                    215,                 1.1939,                0.68369,                 0.8761,              0.0057826,              0.0057826,              0.0057826,                0.59594,                0.80153,                0.70693,                0.39398,                 1.5071,                 1.0372,                  1.036
                    216,                 1.1893,                0.65821,                0.86518,              0.0057628,              0.0057628,              0.0057628,                0.79444,                0.77099,                0.85097,                0.52293,                 1.2651,                0.91802,                0.94469
                    217,                 1.1694,                0.64377,                0.87082,               0.005743,               0.005743,               0.005743,                0.64549,                0.89313,                0.66203,                0.39232,                 1.3989,                0.99606,                 0.9911
                    218,                 1.1597,                0.64066,                0.85375,              0.0057232,              0.0057232,              0.0057232,                0.91306,                0.80169,                0.91057,                0.57832,                 1.2353,                0.76751,                0.94017
                    219,                 1.1756,                0.61871,                0.86596,              0.0057034,              0.0057034,              0.0057034,                0.70646,                0.77161,                0.81483,                0.49835,                 1.3329,                0.96401,                0.99192
                    220,                 1.1897,                0.63426,                0.87206,              0.0056836,              0.0056836,              0.0056836,                0.59844,                0.90076,                0.69225,                0.39552,                 1.4578,                 1.0822,                  1.003
                    221,                 1.1463,                0.62845,                0.86195,              0.0056638,              0.0056638,              0.0056638,                0.81274,                0.79517,                0.85588,                0.50124,                 1.3514,                0.93458,                0.97599
                    222,                 1.1803,                0.63585,                0.85882,               0.005644,               0.005644,               0.005644,                0.87995,                0.78338,                0.89853,                0.56012,                 1.2637,                0.89339,                0.95233
                    223,                 1.1262,                0.58563,                0.86002,              0.0056242,              0.0056242,              0.0056242,                 0.8715,                0.80153,                0.87184,                0.54917,                 1.3127,                 1.0525,                0.95852
                    224,                  1.217,                0.62897,                 0.8675,              0.0056044,              0.0056044,              0.0056044,                0.86945,                0.81344,                0.89366,                0.55719,                 1.2753,                 0.8935,                0.95494
                    225,                 1.1968,                0.63215,                0.85638,              0.0055846,              0.0055846,              0.0055846,                0.88613,                0.77223,                0.86353,                0.55838,                 1.2299,                 1.0673,                0.94822
                    226,                 1.1571,                0.64003,                0.86144,              0.0055648,              0.0055648,              0.0055648,                0.88617,                0.77255,                0.88188,                0.56763,                 1.2375,                 1.0188,                0.94055
                    227,                 1.2014,                0.64245,                0.86596,               0.005545,               0.005545,               0.005545,                0.67254,                0.91603,                0.74883,                 0.4285,                 1.4955,                  1.108,                 1.0338
                    228,                 1.1844,                0.64085,                0.86946,              0.0055252,              0.0055252,              0.0055252,                0.89336,                 0.7674,                0.89289,                0.56685,                 1.2603,                0.95371,                0.93312
                    229,                 1.1865,                0.65036,                0.86226,              0.0055054,              0.0055054,              0.0055054,                0.88484,                0.80916,                0.91795,                0.59259,                 1.2367,                 0.8224,                 0.9338
                    230,                 1.1561,                0.62673,                0.85848,              0.0054856,              0.0054856,              0.0054856,                0.90428,                0.79326,                 0.8878,                0.56781,                 1.2545,                0.92533,                0.94286
                    231,                   1.16,                0.62342,                0.86079,              0.0054658,              0.0054658,              0.0054658,                0.90912,                0.76363,                0.86777,                0.54727,                  1.287,                 1.1366,                0.94447
                    232,                  1.176,                0.63916,                0.86249,               0.005446,               0.005446,               0.005446,                0.49971,                0.77863,                0.65618,                0.31262,                 1.5842,                 1.3785,                 1.0259
                    233,                 1.1498,                 0.5916,                0.86722,              0.0054262,              0.0054262,              0.0054262,                0.84959,                0.81925,                0.85479,                0.55112,                 1.2218,                 1.2269,                0.94532
                    234,                 1.1743,                0.63543,                0.86346,              0.0054064,              0.0054064,              0.0054064,                0.85196,                0.77099,                0.78312,                0.50136,                 1.2566,                 1.4575,                0.95595
                    235,                  1.176,                 0.6173,                0.85905,              0.0053866,              0.0053866,              0.0053866,                 0.7801,                0.79389,                0.83289,                 0.4795,                 1.3616,                0.98878,                0.96513
                    236,                 1.1826,                0.61471,                 0.8673,              0.0053668,              0.0053668,              0.0053668,                 0.9275,                0.70992,                0.82913,                0.51484,                 1.2749,                 1.3638,                0.95714
                    237,                 1.1582,                0.63032,                0.87207,               0.005347,               0.005347,               0.005347,                 0.8934,                0.77099,                 0.8313,                0.52324,                  1.263,                 1.2832,                0.95771
                    238,                 1.1837,                0.61457,                0.86452,              0.0053272,              0.0053272,              0.0053272,                0.85396,                0.77863,                0.82656,                0.52262,                 1.2605,                  1.339,                0.94295
                    239,                 1.1493,                0.61014,                0.85954,              0.0053074,              0.0053074,              0.0053074,                0.85334,                0.75505,                0.81146,                0.50138,                 1.2913,                 1.4776,                 0.9557
                    240,                 1.1753,                0.60935,                0.85044,              0.0052876,              0.0052876,              0.0052876,                0.88033,                0.75573,                 0.8248,                0.49824,                 1.3071,                 1.3457,                0.96352
                    241,                 1.1767,                0.63396,                0.85812,              0.0052678,              0.0052678,              0.0052678,                0.86279,                0.74809,                0.83054,                0.49989,                 1.3221,                 1.3563,                0.96255
                    242,                 1.1803,                0.63246,                0.85633,               0.005248,               0.005248,               0.005248,                0.82065,                0.79389,                0.85273,                0.52679,                 1.3119,                 1.1857,                0.94804
                    243,                 1.1564,                0.61768,                0.86132,              0.0052282,              0.0052282,              0.0052282,                0.69044,                0.78626,                0.81882,                0.50273,                 1.2962,                 1.2351,                0.95342
                    244,                  1.137,                0.61133,                0.86669,              0.0052084,              0.0052084,              0.0052084,                0.72438,                0.76336,                  0.764,                0.43057,                 1.3419,                 1.1766,                0.96681
                    245,                  1.147,                0.60556,                 0.8639,              0.0051886,              0.0051886,              0.0051886,                0.89116,                0.75001,                0.85991,                0.54834,                 1.2769,                 1.0879,                0.95647
                    246,                 1.1434,                0.60967,                0.85389,              0.0051688,              0.0051688,              0.0051688,                0.74892,                0.79696,                0.83718,                0.47946,                 1.4242,                0.90372,                 1.0032
                    247,                  1.195,                0.64137,                0.85897,               0.005149,               0.005149,               0.005149,                0.82603,                0.64885,                0.80878,                0.49684,                 1.3378,                 1.3418,                0.96701
                    248,                 1.1764,                0.59585,                0.85402,              0.0051292,              0.0051292,              0.0051292,                0.87779,                0.76762,                0.86077,                0.54803,                 1.2412,                0.95511,                0.95564
                    249,                 1.1548,                0.61301,                0.86293,              0.0051094,              0.0051094,              0.0051094,                  0.821,                0.80916,                0.86644,                0.55662,                 1.2674,                 1.0872,                0.94896
                    250,                 1.1672,                0.60494,                0.85852,              0.0050896,              0.0050896,              0.0050896,                0.93163,                0.72815,                0.85506,                0.54998,                 1.2724,                 1.1795,                0.94335
                    251,                 1.1597,                 0.5967,                0.86808,              0.0050698,              0.0050698,              0.0050698,                0.87062,                0.71913,                0.82236,                0.52163,                 1.2829,                 1.2505,                0.96213
